zotero_ID	DOI	authors	title	year	type	pages	codes	keywords	abstract
RE4UIM57	10.1145/3176349.3176384	Büschel, Wolfgang; Mitschick, Annett; Dachselt, Raimund	Here and Now: Reality-Based Information Retrieval: Perspective Paper	2018	long	171–180	completed; design;method;questionnaire; design;method;woz; design;type;exploratory; design;method;user study; Vivien; design;type;theoretical; design;participants;11; design;method;think-aloud; design;method;new framework; domain;augmented reality; design;re-use;System Usability Scale	augmented reality; immersive visualization; in situ visual analytics; reality-based information retrieval; spatial user interface	Today, the widespread use of mobile devices allows users to search information ""on the go»», whenever and wherever they want, no longer confining Information Retrieval to classic desktop interfaces. We believe that technical advances in Augmented Reality will allow Information Retrieval to go even further, making use of both the users» surroundings and their abilities to interact with the physical world. In this paper, we present the fundamental concept of Reality-Based Information Retrieval, which combines the classic Information Retrieval process with Augmented Reality technologies to provide context-dependent search cues and situated visualizations of the query and the results. With information needs often stemming from real-world experiences, this novel combination has the potential to better support both Just-in-time Information Retrieval and serendipity. Based on extensive literature research, we propose a conceptual framework for Reality-Based Information Retrieval. We illustrate and discuss this framework and present two prototypical implementations, which we tested in small user studies. They demonstrate the feasibility of our concepts and inspired our discussion of notable challenges for further research in this novel and promising area.
H2J72HEQ	10.1145/3176349.3176395	Bota, Horatiu; Fourney, Adam; Dumais, Susan; Religa, Tomasz L.; Rounthwaite, Robert	Characterizing Search Behavior in Productivity Software	2018	long	160–169	completed; toine; design;method;log analysis; design;type;descriptive; infrastructure;software;Microsoft Word; domain;productivity software; infrastructure;software;Microsoft Excel; infrastructure;software;Microsoft Powerpoint; infrastructure;software;Microsoft Office	command search; environment specific retrieval	Complex software applications expose hundreds of commands to users through intricate menu hierarchies. One of the most popular productivity software suites, Microsoft Office, has recently developed functionality that allows users to issue free-form text queries to a search system to quickly find commands they want to execute, retrieve help documentation or access web results in a unified interface. In this paper, we analyze millions of search sessions originating from within Microsoft Office applications, collected over one month of activity, in an effort to characterize search behavior in productivity software. Our research brings together previous efforts in analyzing command usage in large-scale applications and efforts in understanding search behavior in environments other than the web. Our findings show that users engage primarily in command search, and that re-accessing commands through search is a frequent behavior. Our work represents the first large-scale analysis of search over command spaces and is an important first step in understanding how search systems integrated with productivity software can be successfully developed.
BDU692AN	10.1145/3176349.3176399	Bahrainian, Seyed Ali; Crestani, Fabio	Augmentation of Human Memory: Anticipating Topics that Continue in the Next Meeting	2018	long	150–159	completed; mark; design;type;predictive; domain;memory; design;method;machine learning	human memory augmentation; meetings analysis; topic prediction	Memory augmentation is the process of providing human memory with information that facilitates and complements the recall of an event in a person»s past. Recently, there has been a lot of attention on processing the content of meetings for later reuse, such as reviewing a meeting for supporting failing memories, keeping in mind key issues, verification, etc. That is due to the fact that meetings are essential for sharing knowledge in organizations. In this paper, we propose four novel time-series methods for predicting the topics that one should review in preparation for a next meeting. The predicted/recommended topics can be reviewed by a user as a memory augmentation process to facilitate recall of key points of a previous meeting. With the growing number of meetings at an organization that one may attend weekly and with the growing number of topics discussed, forgetting past meetings becomes eminent, hence recommending certain topics to the user in order to prepare the user for a future meeting is beneficial and important. Our experimental results on real-world data, demonstrate that our methods significantly outperform a state-of-the-art Hidden Markov Model baseline. This indicates the efficacy of our proposed methods for modeling semantics in temporal data.
3QPV42CA	10.1145/3176349.3176394	Jensen, Amalie Enshelm; Jægerfelt, Caroline Møller; Francis, Sanne; Larsen, Birger; Bogers, Toine	I just scroll through my stuff until I find it or give up: A Contextual Inquiry of PIM on Private Handheld Devices	2018	long	140–149	completed; toine; design;share; design;type;exploratory; domain;WWW; domain;personal information; domain;e-mail; design;method;CI; domain;mobile devices; domain;images	personal information management; information behavior; information organization; smartphones; tablets	While ownership and usage of handheld devices such as smartphones and tablets continues to grow at a rapid pace, we do not have complete picture of how people manage personal information on these devices. The few existing studies have typically used interview or survey methods to focus on personal information management (PIM) practices on smartphones. We present the results of an exploratory contextual inquiry study of PIM practices aimed at providing a structured, naturalistic overview of PIM on both smartphones and tablets. We find that people use multiple complementary strategies to acquire different types of information on their devices, and that people rely strongly on automatic chronological ordering instead of organization by subject, although this pays off most for smaller information collections. Deletion of information is strongly influenced by usefulness and personal attachment. Finally, we find that people strongly prefer browsing over search when retrieving information from their devices.
SQ8DVDUY	10.1145/3176349.3176392	Meier, Florian; Elsweiler, David	Other Times It's Just Strolling Back Through My Timeline: Investigating Re-finding Behaviour on Twitter and Its Motivations	2018	long	130–139	completed; design;method;questionnaire; data;re-use; toine; design;re-use; design;method;content analysis; design;type;descriptive; domain;Twitter; infrastructure;software;TellWut.com	survey; personal information management; social media; twitter; re-finding	Returning to previously viewed or possessed information - re-finding - is a core information seeking behaviour that has been studied in diverse contexts including physical environments, personal computer filing systems, web search and email. Despite being designed for real-time and ephemeral content, recent studies have shown that re-finding of older content is performed in Social Media applications too. To better understand why this is and how re-finding can be better supported, in this work we describe the results of a large-scale web-based survey which queried 606 Twitter users on how and how often they re-find, as well as the motivations for this behaviour. Our main contribution is the qualitative analysis of these motivations and motivations sourced via two existing studies, resulting in a coding scheme documenting the breadth and frequency of different Social Media re-finding tasks. We discuss how this classification can be used in (i) the design of task-based evaluations, (ii) the detection and interpretation of re-finding in click-stream data and (iii) the design of Social Media search systems.
7ZVB63U8	10.1145/3176349.3176398	Alrashed, Tarfah; Awadallah, Ahmed Hassan; Dumais, Susan	The Lifetime of Email Messages: A Large-Scale Analysis of Email Revisitation	2018	long	120–129	completed; design;method;questionnaire; toine; design;method;log analysis; design;type;descriptive; domain;e-mail; data;Outlook Web Access e-mail logs	email interaction; email lifetime; email revisitation	Email continues to be one of the most important means of online communication, leading to a number of challenges related to information overload and email management. To better understand email management practices in detail, we examine the distribution of visits to emails over time. During their lifetime, emails may be visited one or more times, and with each visit different actions may be taken. Emails that are revisited over time are especially interesting because they represent an opportunity to improve email management and search. In this paper, we present a large-scale log analysis of email revisitation, the activities that people perform on revisited email messages (e.g. responding to, organizing or deleting messages, and opening attachments), and the strategies they use to go back to these emails. We find that most emails have a short lifetime, with more than 33% having a lifetime of less than 5 minutes. We also find that deleting is the most common action taken on messages visited once, and that responding and organizing are more common for messages visited more than once. We complement the log analysis with a survey to understand the motivation behind revisits and the types of emails that are revisited. The survey results show that 73% of the visits are to find information (e.g. a link or document, instructions to perform a task, or answers to questions), while 20% of revisits are to respond to the email. Our findings have implications for designing email clients and intelligent agents that support both short- and long-term revisitation patterns.
SKUJXQE2	10.1145/3176349.3176391	Salminen, Joni; Jansen, Bernard J.; An, Jisun; Jung, Soon-Gyo; Nielsen, Lene; Kwak, Haewoon	Fixation and Confusion: Investigating Eye-tracking Participants' Exposure to Information in Personas	2018	long	110–119	completed; design;method;eye-tracking; design;type;exploratory; design;method;user study; mark; design;method;think-aloud; domain;design; design;participants;number;29	eye tracking; personas; confusion; mixed method research	To more effectively convey relevant information to end users of persona profiles, we conducted a user study consisting of 29 participants engaging with three persona layout treatments. We were interested in confusion engendered by the treatments on the participants, and conducted a within-subjects study in the actual work environment, using eye-tracking and talk-aloud data collection. We coded the verbal data into classes of informativeness and confusion and correlated it with fixations and durations on the Areas of Interests recorded by the eye-tracking device. We used various analysis techniques, including Mann-Whitney, regression, and Levenshtein distance, to investigate how confused users differed from non-confused users, what information of the personas caused confusion, and what were the predictors of confusion of end users of personas. We consolidate our various findings into a confusion ratio measure, which highlights in a succinct manner the most confusing elements of the personas. Findings show that inconsistencies among the informational elements of the persona generate the most confusion, especially with the elements of images and social media quotes. The research has implications for the design of personas and related information products, such as user profiling and customer segmentation.
S7YFE88Q	10.1145/3176349.3176385	Dinneen, Jesse David; Asadi, Banafsheh; Frissen, Ilja; Shu, Fei; Julien, Charles-Antoine	Improving Exploration of Topic Hierarchies: Comparative Testing of Simplified Library of Congress Subject Heading Structures	2018	long	102–109	design;method;controlled experiment; completed; design;method;questionnaire; domain;libraries; design;type;descriptive; Vivien; design;method;statistical tests; design;task; design;re-use;NASA TLX; design;participants;60; data;LCSH; data;library records; design;re-use;Technology Acceptance Model TAm	browsing; comparative testing; library of congress subject headings (lcsh); organization of information; topic hierarchies; trees	Many large digital collections are organized by sorting their items into topics and arranging these topics hierarchically, such as those displayed in a tree view. The resulting information organization structures mitigate some of the challenges of searching digital information realms; however, the topic hierarchies are often large and complex, and thus difficult to navigate. Automated techniques have been shown to produce significantly smaller, simplified versions of existing topic hierarchies while preserving access to the majority of the collection, but these simplified topic hierarchies have never been tested with human participants, and so it is not clear what effect simplification would have on the exploration and use of such structures for browsing and retrieval. This study partly addresses this gap by performing a comparative test with three groups of university students (N=62) performing ten topic hierarchy exploration tasks using one of three versions of the Library of Congress Subject Headings (LCSH) hierarchy: 1) the original LCSH hierarchy, acting as a baseline, 2) a shallower version of 1), and 3) a narrower version of 2). A quantitative analysis of measures of accuracy, time, and browsing shows that participants using the simplified trees were significantly more accurate and faster than those using the unmodified tree, and the narrower, balanced tree was also faster than the shallower tree. These results show that automated topic hierarchy simplification can facilitate the use of such hierarchies, which has implications for the development of information organization theory and human-information interaction techniques for similar information structures.
PHQ7WJ57	10.1145/3176349.3176390	Wang, Yiwei; Sarkar, Shawon; Shah, Chirag	Juggling with Information Sources, Task Type, and Information Quality	2018	long	82–91	completed; design;method;questionnaire; design;type;descriptive; design;method;diary study; Vivien; domain;domain-agnostic; design;method;crowdsourcing; design;task; infrastructure;Amazon’s Mechanical Turk; design;participants;53	information sources; information seeking behaviors; information quality judgment	This paper examines how individuals judge the accuracy, adequacy, relevance, and trustworthiness of different types of impersonal and interpersonal information sources and how task type influences their evaluation process. 53 participants from diverse backgrounds recruited via Amazon»s Mechanical Turk performed four simulated information seeking tasks. This study analyzed the data collected from participants» self-reported information seeking experiences in online logbooks and follow-up semi-structured interviews with 23 participants by applying both qualitative and quantitative methods. The findings suggest that task type and information source type affect individuals» information quality judgment, and they perceive websites are more accurate than interpersonal sources, though the latter can be trustworthy. Moreover, their understanding of the type of information also affects their quality judgment. For example, they prefer factual information to opinions in some situations.
XKUUNIK9	10.1145/3176349.3176382	Hienert, Daniel; Mitsui, Matthew; Mayr, Philipp; Shah, Chirag; Belkin, Nicholas J.	The Role of the Task Topic in Web Search of Different Task Types	2018	long	72–81	design;method;controlled experiment; completed; design;type;explanatory; toine; domain;WWW; design;method;screen recording; domain;IIR; domain;search; infrastructure;software;Morae; domain;journalism	user behavior; web search; task; session; topic	When users are looking for information on the Web, they show different behavior for different task types, e.g., for fact finding vs. information gathering tasks. For example, related work in this area has investigated how this behavior can be measured and applied to distinguish between easy and difficult tasks. In this work, we look at the searcher's behavior in the domain of journalism for four different task types, and additionally, for two different topics in each task type. Search behavior is measured with a number of session variables and correlated to subjective measures such as task difficulty, task success and the usefulness of documents. We acknowledge prior results in this area that task difficulty is correlated to user effort and that easy and difficult tasks are distinguishable by session variables. However, in this work, we emphasize the role of the task topic - in and of itself - over parameters such as the search results and read content pages, dwell times, session variables and subjective measures such as task difficulty or task success. With this knowledge researchers should give more attention to the task topic as an important influence factor for user behavior.
FY6ABCJF	10.1145/3176349.3176389	Shah, Chirag	Information Fostering - Being Proactive with Information Seeking and Retrieval: Perspective Paper	2018	long	62–71	completed; Vivien; design;type;theoretical; domain;domain-agnostic; design;method;literature review; domain;IIR; design;method;modelling; design;method;new framework; domain;proactive IR	intelligent assistants; task-based information seeking; information fostering; proactive ir	People often have difficulty in expressing their information needs. Many times this results from a lack of clarity about the task at hand, or the way an information or search system works. In addition, people may not know what they do not know. The former is addressed by search systems by providing recommendations, whereas there are no good solutions for the latter problem. Even when a search system makes recommendations, they are limited to suggesting objects such as queries and documents only. They do not consider providing suggestions for strategies, people, or processes. This Perspective Paper addresses it by showing how to investigate the nature of the work a person is doing, predicting the potential problems they may encounter, and providing help to overcome those problems. This help could be an object such as a document or a query, a strategy, or a person. This whole process is referred to as Information Fostering. Beyond crafting a general-purpose recommender system, Information Fostering is the idea of providing proactive suggestions and help to information seekers. This could allow them avoid potential problems and capture promising opportunities from a search process before it is too late. The current paper presents this new perspective by outlining desired characteristics of an Information Fostering system, envisioning application scenarios, and proposing a set of potential methods for moving forward. Beyond these details, the primary purpose of this paper is to offer a new viewpoint that looks at the other side of the information seeking coin, by bringing together ideas from human-computer interaction, information retrieval, recommender systems, and education.
R68AZY4Y	10.1145/3176349.3176380	Avula, Sandeep; Chadwick, Gordon; Arguello, Jaime; Capra, Rob	SearchBots: User Engagement with ChatBots during Collaborative Search	2018	long	52–61	completed; design;method;questionnaire; design;rqs; design;participants;demographics;education; design;type;exploratory; design;method;user study; mark; design;method;screen recording; domain;collaborative search; design;participants;number;54; domain;chatbots	collaborative search; chatbots; intelligent agents	Popular messaging platforms such as Slack have given rise to hundreds of chatbots that users can engage with individually or as a group. We present a Wizard of Oz study on the use of searchbots (i.e., chatbots that perform specific types of searches) during collaborative information-seeking tasks. Specifically, we study searchbots that intervene dynamically and compare between two intervention types: (1) the searchbot presents questions to users to gather the information it needs to produce results, and (2) the searchbot monitors the conversation among the collaborators, infers the necessary information, and then displays search results with no additional input from the users. We investigate three research questions: (RQ1) What is the effect of a searchbot (and its intervention type) on participants» collaborative experience' (RQ2) What is the effect of a searchbot»s intervention type on participants» perceptions about the searchbot and level of engagement with the searchbot' and (RQ3) What are participants» impressions of a dynamic searchbot? Our results suggest that dynamic searchbots can enhance users» collaborative experience and that the intervention type does not greatly affect users» perceptions and level of engagement. Participants» impressions of the searchbot suggest unique opportunities and challenges for future work.
EA68NUL7	10.1145/3176349.3176388	Thomas, Paul; Czerwinski, Mary; McDuff, Daniel; Craswell, Nick; Mark, Gloria	Style and Alignment in Information-Seeking Conversation	2018	long	42–51	completed; design;type;explanatory; design;method;content analysis; Vivien; design;method;statistical tests; domain;conversational agents; data;re-use;MISC Microsoft Information-Seeking Conversation collection; data;share;by request; design;method;categorization; design;re-use;variables from other paper	conversational information retrieval; alignment; conversational style	Analysis of casual chit-chat indicates that differences in conversational style---the way things are said---can significantly impact a participants» impressions of the conversation and of each other. However, prior work has not systematically analyzed how important style is in task-oriented, information-seeking exchanges of the sort we might have with a conversational search agent. We examine recordings from the MISC data set, where pairs of ""users"" and ""intermediaries"" collaborate on information-seeking tasks, and look for indications of style which can be computed at scale. We find that stylistic markers identified by Tannen in casual chat do exist in information-seeking dialogue, and that participants can be arranged along a single stylistic dimension: ""considerate"" to ""involved"". This labelling for style needs no manual intervention. Furthermore, we find that there is no clear best style; but that differences in style, previously thought to impede communication, are only a problem for shorter tasks. This result is likely due to alignment of conversational style over the course of an interaction.
CB3Q5AGB	10.1145/3176349.3176387	Trippas, Johanne R.; Spina, Damiano; Cavedon, Lawrence; Joho, Hideo; Sanderson, Mark	Informing the Design of Spoken Conversational Search: Perspective Paper	2018	long	32–41	completed; data;re-use; toine; data;share; design;share; design;type;exploratory; domain;WWW; domain;conversational agents; design;method;observation; data;re-use;TREC Robust Track 2003; data;re-use;TREC Terabyte Track 2004; data;re-use;TREC Question Answering Track 2002; domain;collaborative search; design;re-use;RMIT Behavioural Business Lab mailing list; design;re-use;COnversational Roles (COR) model	conversational search; empirical; spoken conversational search; voice interaction	We conducted a laboratory-based observational study where pairs of people performed search tasks communicating verbally. Examination of the discourse allowed commonly used interactions to be identified for Spoken Conversational Search (SCS). We compared the interactions to existing models of search behaviour. We find that SCS is more complex and interactive than traditional search. This work enhances our understanding of different search behaviours and proposes research opportunities for an audio-only search system. Future work will focus on creating models of search behaviour for SCS and evaluating these against actual SCS systems.
QAHUBFJ6	10.1145/3176349.3176386	Ghosh, Souvick; Rath, Manasa; Shah, Chirag	Searching as Learning: Exploring Search Behavior and Learning Outcomes in Learning-related Tasks	2018	long	22–31	design;participants;demographics;gender; completed; design;method;interview; design;method;questionnaire; design;method;log analysis; design;type;exploratory; design;method;user study; mark; design;participants;demographics;language; domain;learning; design;participants;demographics;subject; infrastructure;re-use;coagmento; design;participants;31	learning outcomes; human information behavior; searching as learning; bloom's taxonomy; learning theories	In this paper, we investigate the relationship between searching and learning, by conceptualizing information seeking as a learning process, and learning as an outcome of the information seeking process. We present the participants with four search tasks, each of them designed to represent different cognitive levels of learning. Through quantitative analysis of the participants» Web search logs, we examine how individual search behavior is influenced by different task complexity levels as we present the tasks in a hierarchical order. We also explore how the perceived learning outcomes and processes, and the different learning actions, are related to the levels of cognitive complexity. By analyzing the search logs, self-reports, interview data, and the reports, both quantitatively and qualitatively, we infer that searching and learning are not isolated but co-existing processes. Distinct search patterns and learning outcomes were observed in tasks of different cognitive complexities, and overlapping learning actions were observed for the different tasks.
WQX8K33P	10.1145/3176349.3176377	Yamamoto, Yusuke; Yamamoto, Takehiro	Query Priming for Promoting Critical Thinking in Web Search	2018	long	12–21	completed; design;method;questionnaire; design;type;descriptive; design;method;user study; domain;WWW; Vivien; design;method;statistical tests; design;method;crowdsourcing; design;share;task in paper; design;participants;118; infrastructure;ARTool statistical package; infrastructure;www.lancers.jp	web search; critical thinking; human factor; priming effect	We propose query priming to activate careful user information seeking in web searches. Query priming employs query auto-completion (QAC) and query suggestion (QS) to present search terms that stimulate critical thinking and encourages careful information seeking and decision making. We conducted an online user study using a crowdsourcing service. Analysis of search behavior logs and questionnaire responses confirmed the following. (1) With query priming, participants issued more queries and (re-)visited search engine result pages more frequently. (2) Query priming promoted webpage selection targeted at evidence-based decision making. (3) The query priming effect varied relative to participant educational background. This study contributes to search interaction design to enhance user engagement in critical thinking in web searches.
9ZFMBVSB	10.1145/3176349.3176381	Gadiraju, Ujwal; Yu, Ran; Dietze, Stefan; Holtz, Peter	Analyzing Knowledge Gain of Users in Informational Search Sessions on the Web	2018	long	2–11	completed; data;re-use; toine; data;share; design;type;descriptive; design;method;user study; domain;WWW; design;method;crowdsourcing; infrastructure;software;Bing Web Search API; domain;search engines; infrastructure;software;PHP; infrastructure;software;Javascript; infrastructure;software;CrowdFlower; data;re-use;TREC 2014 Web Track; infrastructure;software;jQuery	crowdsourcing; user behavior; information need; web search; search sessions; queries; knowledge gain	Web search is frequently used by people to acquire new knowledge and to satisfy learning-related objectives, but little is known about how a user»s knowledge evolves through the course of a search session. We present a study addressing the knowledge gain of users in informational search sessions. Using crowdsourcing, we recruited 500 distinct users and orchestrated real-world search sessions spanning 10 different topics and information needs. By using scientifically formulated knowledge tests we calibrated the knowledge of users before and after their search sessions, quantifying their knowledge gain. We investigated the impact of information needs on the search behavior and knowledge gain of users, revealing a significant effect of information need on user queries and navigational patterns, but no direct effect on the knowledge gain. Users on average exhibited a higher knowledge gain through search sessions pertaining to topics they were less familiar with. Our findings in this paper contribute important ground work towards advancing current research in understanding user knowledge gain through web search sessions.
IL8YEGU6	10.1145/3020165.3022160	Hashemi, Seyyed Hadi; Kamps, Jaap	Skip or Stay: Users' Behavior in Dealing with Onsite Information Interaction Crowd-Bias	2017	short	389–392	completed; maria; design;participants;background; design;type;predictive; design;method;modelling; domain;museum; design;method;log analysis; onsite logs; domain;user behavior	bias; behavioral dynamics; internet of things; onsite logs	Mobile devices and the internet of things blend our virtual online behavior with our actions in the real-world. The physical context creates numerous external factors that play a role in the user's online interactions, thus creating new external biases in the collected information interaction logs. Our general aim is to improve our understanding of onsite users' behavior, which allow us to create better online and onsite contextual suggestion systems. We focus on the cultural heritage domain and have collected onsite users' information interaction logs of visits in a museum. This prompts the question: How to understand users' behavior in order to be able to predict their onsite behaviors? Our main findings are the following: First, users behave differently in different onsite contextual situations. Second, there is a significant dependency between users' onsite behaviors and other users, who are interacting with next point of interests (POIs). Third, we have proposed a contextual Skip-Or-Stay behavior classifier based on four different pairwise contextual features that significantly improves a defined baseline based on all the considered evaluation metrics. Fourth, we have analyzed the importance of different contexts in the Skip-or-Stay behavior predictions.
VXTJPJBR	10.1145/3020165.3022159	McKay, Dana; Buchanan, George R.	Slide Over Here: The Various Adjacencies of Co-borrowed Ebooks	2017	short	385–388	completed; domain;libraries; design;method;log analysis; design;type;descriptive; domain;books; Vivien	information seeking; browsing; libraries; information behaviour; user studies	One of the major failings of ebook collections is the lack of readily available browsing mechanisms particularly in academic libraries. This stands in sharp contrast to the library shelves, and is bemoaned by readers as a reason to avoid the use of ebooks. Nonetheless earlier work has identified limited ebook co-borrowing; in this paper we address the relationships between these ebooks with a view to understanding how readers accessed them in a single session.
JSUGQTAV	10.1145/3020165.3022158	Dodson, Samuel; Freund, Luanne; Kopak, Richard	Do Highlights Affect Comprehension? Lessons from a User Study	2017	short	381–384	design;participants;number; completed; design;type;explanatory; domain;education; maria; design;participants;background; design;method;controlled experiment;lab; design;method;annotation; design;method;A/B Testing; domain;reading	reading; comprehension; highlighting; annotation; social reading	A largely unquestioned assumption in social reading is that publicly shared annotations improve reading outcomes. In this study, we explore the specific assumption that relevant and irrelevant passive highlighting affects comprehension. Participants were divided by cognitive style based on their degree of Field Dependence-Independence [20]. We found that irrelevant highlights had significant negative effects on reading comprehension for Field Independents (FIs), but not Field Dependents (FDs). This is a surprising result because FDs typically rely on external cues to structure and help process information, whereas FIs use internal cues. This suggests that highlighting cues information but does not structure it.
UHLP7YJC	10.1145/3020165.3022157	Gwizdka, Jacek; Bilal, Dania	Analysis of Children's Queries and Click Behavior on Ranked Results and Their Thought Processes in Google Search	2017	short	377–380	completed; domain;children; design;method;log analysis; design;method;eye-tracking; design;type;descriptive; domain;WWW; maria; design;re-use;task; design;method;think-aloud; infrastructure;interface; domain;search engines; data;Google; infrastructure;re-use;YASFIIRE	information search; children; search engines; click-through; google; query analysis; serps; thought processes.	We investigate query characteristics and click behavior on SERPs of children in grades 6 and 8 (ages 11 and 13, respectively). We employ Retrospective Think-Aloud (RTA) protocol to elicit children's thought processes while clicking on results and to identify the sources of information that shaped these processes. We analyze the effect of grade level and task type on query characteristics and click behavior. Early findings show statistical significance across the three tasks in relation to query characteristics and between younger and older children in relation to query entry duration, count of web pages visited and count of result pages clicked on in SERPs. Our study confirms findings reported in previous research, including large-scale search logs studies, and reveals new findings in some areas.
86RK36Z8	10.1145/3020165.3022156	Kulahcioglu, Tugba; Fradkin, Dmitriy; Palanivelu, Sridharan	Incorporating Task Analysis in the Design of a Tool for a Complex and Exploratory Search Task	2017	short	373–376	completed; toine; design;type;descriptive; domain;exploratory search; design;method;task analysis; domain;patents	information retrieval; complex and exploratory search; goal based decomposition; requirements analysis; search tool design	Due to its nature, a complex and exploratory search task is not directly actionable; it needs to be decomposed into actionable sub-tasks. Achieving this decomposition is usually not trivial for non-expert users. Also, the users need additional support to decrease their cognitive workload, regardless of their experience level. A tool designed for a specific task should handle the above issues. In this paper, we present a design approach that can help achieve this, and exemplify this approach using the search task of patent infringement discovery. We apply hierarchical task analysis to analyze a successful goal decomposition scenario for the task. This kind of decomposition makes explicit the tasks that are most responsible for the cognitive workload of the user. We then apply cognitive analysis to reveal the knowledge that enables such decomposition. Finally, we use these findings to design the tool in a way that reduces the load on the user and enables achieving decomposition for non-expert users.
WDRRP7NC	10.1145/3020165.3022155	Dehghani, Mostafa; Jagfeld, Glorianna; Azarbonyad, Hosein; Olieman, Alex; Kamps, Jaap; Marx, Maarten	Telling How to Narrow it Down: Browsing Path Recommendation for Exploratory Search	2017	short	369–372	design;participants;number; completed; design;type;exploratory; maria; design;participants;background; domain;politics; design;type;resource paper; domain;recommender systems; design;method;controlled experiment;lab; domain;exploratory search; infrastructure;BPR engine; infrastructure;re-use;ExPoSe-Browser	exploratory search; bpr; expose; recommendation	Supporting exploratory search tasks with the help of structured data is an effective way to go beyond keyword search, as it provides an overview of the data, enables users to zoom in on their intent, and provides assistance during their navigation trails. However, finding a good starting point for a search episode in the given structure can still pose a considerable challenge, as users tend to be unfamiliar with exact, complex hierarchical structure. Thus, providing lookahead clues can be of great help and allow users to make better decisions on their search trajectory. In this paper, we investigate the behaviour of users when a recommendation engine is employed along with the browsing tool in an exploratory search system. We make use of an exploratory search system that facilitates browsing by mapping the data on a hierarchical structure. We designed and developed a path recommendation engine as a feature for this system, which given a text query, ranks different browsing paths in the hierarchy based on their likelihood of covering relevant documents. We conduct a user study comparing the baseline system with the featured system. Our main findings are as follows: We observe that, using the baseline system the users tend to explore the data in a breadth-first-like approach by visiting different data points at the same level of abstraction to choose one of them to expand and go deeper. Conversely, with browsing path recommendation (BPR) as a feature, the users tend to drive their search in a more depth-first-like approach by quickly going deep into the data hierarchy. While the users still incline to explore different parts of the search space by using BPR, they are able to restrain or augment their search focus more quickly and access smaller but more promising regions of the data. Therefore, they can complete their tasks with less time and effort
KACWRCAA	10.1145/3020165.3022154	Arora, Piyush; Jones, Gareth J. F.	Identifying Useful and Important Information within Retrieved Documents	2017	short	365–368	design;method;controlled experiment; completed; design;type;descriptive; Vivien; domain;domain-agnostic; design;method;crowdsourcing; infrastructure;Prolific; data;re-use;TTREC2012 session track; design;participants;21	user studies; document annotations; document surrogates generation; effective snippet generation; identifying useful and important information units	We describe an initial study into the identification of important and useful information units within documents retrieved by an information retrieval system in response to a user query created in response to an underlying information need. This study is part of a large investigation of the exploitation of useful and important units from retrieved documents to generate rich document surrogates to improve user search experience. We report three user studies using a crowdsourcing platform, where participants were first asked to read an information need and contents of a relevant document and then to perform actions depending on the type of study: i) write important information units (WIIU), ii) highlight important information units (HIIU) and iii) assess importance of already highlighted information units (AIHIU). Further, we discuss a novel mechanism of measuring similarities between content annotations. We find majority agreement of about 0.489 and pairwise agreement of 0.340 among users annotation in the AIHIU study, and average cosine similarity of 0.50 and 0.57 between participant annotations and documents in the WIIU and HIIU studies respectively.
W6433DNW	10.1145/3020165.3022153	Singh, Jaspreet; Anand, Avishek	Designing Search Tasks for Archive Search	2017	short	361–364	completed; design;method;questionnaire; design;method;user study; Vivien; design;task; design;type;resource paper; data;re-use;NY Times corpus; domain;archives/museums; design;method;new tasks; design;participants;6; design;share;http://bit.ly/ArchiveSearchTasks	interactive ir; histdiv; news search; newspaper archive; search task; timeline	Longitudinal corpora like legal, corporate and newspaper archives are of immense value to a variety of users, and time as an important factor strongly influences their search behavior in these archives. While many systems have been developed to support users' temporal information needs, questions remain over how users utilize these advances to satisfy their needs. Analyzing their search behavior will provide us with novel insights into search strategy, guide better interface and system design and highlight new problems for further research. In this paper we propose a set of search tasks, with varying complexity, that IIR researchers can utilize to study user search behavior in archives. We discuss how we created and refined these tasks as the result of a pilot study using a temporal search engine. We not only propose task descriptions but also pre and post-task evaluation mechanisms that can be employed for a large-scale study (crowdsourcing). Our initial findings show the viability of such tasks for investigating search behavior in archives.
9HTPPYGR	10.1145/3020165.3022152	Kitazawa, Takuya	Sketching Dynamic User-Item Interactions for Online Item Recommendation	2017	short	357–360	completed; data;re-use; toine; domain;e-commerce; design;type;predictive; domain;recommender systems; design;method;simulation; data;re-use;MovieLens 100K; data;re-use;MovieLens 1M; data;re-use;synthetic Click dataset	implicit feedback; matrix sketching; online learning	Online recommendation techniques such as incremental matrix factorization have been widely studied to capture users' preferences from real-world dynamic user-item interactions. These recommenders generally take a model-based approach which relies on stochastic gradient descent optimization, but it sometimes shows difficulties on hyperparameter optimization and scalability. In order to work around this difficulty, the author considers a completely different approach based on matrix sketching, which is more mathematically tractable and flexible than the existing techniques. More specifically, this paper proposes a new online item recommender inspired by a matrix-sketching-based streaming anomaly detection framework. We discuss its fruitful properties with particular emphasis on the similarities between item recommendation and anomaly detection. Experimental results demonstrate robustness and flexibility of the proposed framework.
